Name,Society,Award,Year,Location,Data Source,Gender
Karen King-Wah Fu,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2001,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Kay H Vydareny,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2000,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Helen Redman,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1999,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Sarah Donaldson,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1998,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Anne C Brower,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1997,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Ruth G Ramsey,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1996,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Anne G Osborn,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1995,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Ann M Lewicki,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1994,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Florence C H Chu,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1993,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Mary Stuart Fisher,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1992,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Linda K Olson ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1991,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Eleanor Montague,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1990,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Adele Swenson,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1989,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Wilma C Diner,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1988,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Barbara Elizabeth Chick,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1987,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Lucy Frank Squire ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1986,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2
Melody Xu ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2019,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Anna Lee ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2018,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Jacqueline R Kelly ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2017,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Christina H Chapman,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2016,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Miranda (Kim) Lam,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2015,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Susan Hiniker,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2014,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Jillian Tsai,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2013,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Michelle Kim ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2011,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Ana Ponce Kiess,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2011,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Yuriko Ann Minn,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2010,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Stephanie Terezakis ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2009,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Beth Beadle,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2008,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Ann Klopp,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2007,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Sue Sun Yom,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2006,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Reshma Jagsi,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2005,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Mary Koshy,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2004,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Karyn A Goodman,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2003,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Torunn I Yock,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2002,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Pamela J Schlembach,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2001,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Angela Katz,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2000,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Sheri Marquez,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1999,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Ellen Bellairs,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1998,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Becki Sue Hill,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1997,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Gabrielle M Kane,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1996,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
M Elizabeth Sands,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1995,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Li-Fen L Change,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1994,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Joan Keit ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1993,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2
Kirti Magudia ,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2019,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Anna Trofimova ,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2018,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Dania Daye,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2017,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Rebecca Rakow-Penner,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2016,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Jennifer Favinger,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2015,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Manish Bahl,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2014,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Elizabeth Asch,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2013,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Gayatri Joshi,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2012,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Mai-Lan Ho,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2011,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Hui Jenny Chen,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2010,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Dorota Wisner,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2009,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Serena McClam,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2008,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Meghan Blake,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2006,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Avanti Ambekar,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2005,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Gretchen E Green,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2004,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Pari V Pandharipande,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2003,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Miriam Bredella,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2002,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Jennifer Hill,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2001,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Joan Katherine Frisoli ,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2000,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Julie Buckley,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,1999,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Shella Farooki,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,1998,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
Margaret H-S Lee,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,1997,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2
